# Time	forces(pressure, viscous) moment(pressure, viscous)
0.0485	(((167.87798 -2.1767485 -3.739125e-16) (0 0 0)) ((0.10883743 8.393899 2.3994572e-10) (0 0 0)))
0.049	(((167.85793 -1.6481447 -3.7388877e-16) (0 0 0)) ((0.082407234 8.3928963 2.4277425e-10) (0 0 0)))
0.0495	(((167.83248 -1.0439389 -3.7390834e-16) (0 0 0)) ((0.052196943 8.3916242 2.4087002e-10) (0 0 0)))
0.05	(((167.81217 -0.41167322 -3.7394424e-16) (0 0 0)) ((0.020583661 8.3906084 2.3335174e-10) (0 0 0)))
0.0505	(((167.80447 0.1972862 -3.7396868e-16) (0 0 0)) ((-0.0098643101 8.3902234 2.1997083e-10) (0 0 0)))
0.051	(((167.81139 0.73483026 -3.7395456e-16) (0 0 0)) ((-0.036741513 8.3905694 2.0189216e-10) (0 0 0)))
0.0515	(((167.83422 1.1588875 -3.738863e-16) (0 0 0)) ((-0.057944377 8.3917109 1.814268e-10) (0 0 0)))
0.052	(((167.85428 1.4364409 -3.7379272e-16) (0 0 0)) ((-0.071822045 8.3927138 1.649469e-10) (0 0 0)))
0.0525	(((167.87073 1.5464134 -3.7371702e-16) (0 0 0)) ((-0.07732067 8.3935367 1.4968582e-10) (0 0 0)))
0.053	(((167.87741 1.4809254 -3.7369217e-16) (0 0 0)) ((-0.074046269 8.3938703 1.3785575e-10) (0 0 0)))
0.0535	(((167.86983 1.2462123 -3.7374044e-16) (0 0 0)) ((-0.062310617 8.3934914 1.3133466e-10) (0 0 0)))
0.054	(((167.84785 0.86089457 -3.7386523e-16) (0 0 0)) ((-0.043044728 8.3923923 1.3051201e-10) (0 0 0)))
0.0545	(((167.81605 0.35557979 -3.7405133e-16) (0 0 0)) ((-0.017778989 8.3908026 1.3462437e-10) (0 0 0)))
0.055	(((167.78223 -0.22967422 -3.7426677e-16) (0 0 0)) ((0.011483711 8.3891114 1.4227701e-10) (0 0 0)))
0.0555	(((167.7552 -0.84962886 -3.7447176e-16) (0 0 0)) ((0.042481443 8.38776 1.5199112e-10) (0 0 0)))
0.056	(((167.7419 -1.4548962 -3.7462588e-16) (0 0 0)) ((0.072744812 8.387095 1.625319e-10) (0 0 0)))
0.0565	(((167.74947 -1.9980115 -3.746916e-16) (0 0 0)) ((0.099900574 8.3874737 1.7293376e-10) (0 0 0)))
0.057	(((167.77768 -2.4364553 -3.7464883e-16) (0 0 0)) ((0.12182277 8.3888838 1.8307329e-10) (0 0 0)))
0.0575	(((167.81419 -2.7363712 -3.7451273e-16) (0 0 0)) ((0.13681856 8.3907097 1.955979e-10) (0 0 0)))
0.058	(((167.84803 -2.874526 -3.7432969e-16) (0 0 0)) ((0.1437263 8.3924015 2.0844639e-10) (0 0 0)))
0.0585	(((167.87372 -2.8400678 -3.7414473e-16) (0 0 0)) ((0.14200339 8.393686 2.1973166e-10) (0 0 0)))
0.059	(((167.88573 -2.6358671 -3.7399287e-16) (0 0 0)) ((0.13179335 8.3942863 2.2931095e-10) (0 0 0)))
0.0595	(((167.88218 -2.2782626 -3.7389567e-16) (0 0 0)) ((0.11391313 8.3941089 2.3659587e-10) (0 0 0)))
0.06	(((167.86538 -1.7955818 -3.7385741e-16) (0 0 0)) ((0.08977909 8.393269 2.4059161e-10) (0 0 0)))
0.0605	(((167.84142 -1.2262549 -3.7386699e-16) (0 0 0)) ((0.061312744 8.3920709 2.4021188e-10) (0 0 0)))
0.061	(((167.81909 -0.61503985 -3.7390032e-16) (0 0 0)) ((0.030751992 8.3909546 2.3466698e-10) (0 0 0)))
0.0615	(((167.80753 -0.010625471 -3.7393096e-16) (0 0 0)) ((0.00053127355 8.3903767 2.2331511e-10) (0 0 0)))
0.062	(((167.80957 0.53814972 -3.7393111e-16) (0 0 0)) ((-0.026907486 8.3904784 2.0698813e-10) (0 0 0)))
0.0625	(((167.82839 0.98876926 -3.7387929e-16) (0 0 0)) ((-0.049438463 8.3914194 1.8721229e-10) (0 0 0)))
0.063	(((167.84983 1.3059157 -3.7379167e-16) (0 0 0)) ((-0.065295785 8.3924917 1.7002534e-10) (0 0 0)))
0.0635	(((167.86732 1.4653828 -3.7370882e-16) (0 0 0)) ((-0.073269142 8.3933661 1.5467214e-10) (0 0 0)))
0.064	(((167.87725 1.4552547 -3.7366685e-16) (0 0 0)) ((-0.072762733 8.3938626 1.4188877e-10) (0 0 0)))
0.0645	(((167.87433 1.2774159 -3.7369097e-16) (0 0 0)) ((-0.063870794 8.3937166 1.3385547e-10) (0 0 0)))
