# Time	forces(pressure, viscous) moment(pressure, viscous)
0.1	(((154.33887 -3.5419576 0) (0 0 0)) ((0.17709788 7.7169437 1.3911821e-08) (0 0 0)))
0.1005	(((154.33885 -3.5425126 0) (0 0 0)) ((0.17712563 7.7169424 1.3909423e-08) (0 0 0)))
0.101	(((154.33877 -3.5445434 0) (0 0 0)) ((0.17722717 7.7169385 1.390618e-08) (0 0 0)))
0.1015	(((154.3386 -3.5477725 0) (0 0 0)) ((0.17738862 7.7169301 1.3902418e-08) (0 0 0)))
0.102	(((154.33846 -3.5520264 0) (0 0 0)) ((0.17760132 7.7169229 1.3898432e-08) (0 0 0)))
0.1025	(((154.33829 -3.5570109 0) (0 0 0)) ((0.17785054 7.7169147 1.3894668e-08) (0 0 0)))
0.103	(((154.33815 -3.562171 0) (0 0 0)) ((0.17810855 7.7169077 1.3891539e-08) (0 0 0)))
0.1035	(((154.33806 -3.567066 0) (0 0 0)) ((0.1783533 7.7169028 1.3888944e-08) (0 0 0)))
0.104	(((154.33802 -3.5713525 0) (0 0 0)) ((0.17856762 7.716901 1.388719e-08) (0 0 0)))
0.1045	(((154.33803 -3.5746802 0) (0 0 0)) ((0.17873401 7.7169013 1.3886415e-08) (0 0 0)))
0.105	(((154.33809 -3.5766315 0) (0 0 0)) ((0.17883158 7.7169043 1.3886476e-08) (0 0 0)))
0.1055	(((154.33819 -3.5774025 0) (0 0 0)) ((0.17887013 7.7169093 1.3887572e-08) (0 0 0)))
0.106	(((154.33832 -3.5769141 0) (0 0 0)) ((0.17884571 7.7169159 1.3889586e-08) (0 0 0)))
0.1065	(((154.33846 -3.5753037 0) (0 0 0)) ((0.17876518 7.7169228 1.3892372e-08) (0 0 0)))
0.107	(((154.3386 -3.5724985 0) (0 0 0)) ((0.17862493 7.7169301 1.3895419e-08) (0 0 0)))
0.1075	(((154.33872 -3.5689083 0) (0 0 0)) ((0.17844541 7.7169361 1.3898511e-08) (0 0 0)))
0.108	(((154.33883 -3.5648883 0) (0 0 0)) ((0.17824442 7.7169413 1.3901502e-08) (0 0 0)))
0.1085	(((154.33889 -3.5606198 0) (0 0 0)) ((0.17803099 7.7169446 1.3904006e-08) (0 0 0)))
0.109	(((154.33892 -3.5566145 0) (0 0 0)) ((0.17783073 7.7169459 1.390616e-08) (0 0 0)))
0.1095	(((154.3389 -3.55311 0) (0 0 0)) ((0.1776555 7.7169452 1.39076e-08) (0 0 0)))
0.11	(((154.3389 -3.5504258 0) (0 0 0)) ((0.17752129 7.7169448 1.3908222e-08) (0 0 0)))
0.1105	(((154.33886 -3.5486734 0) (0 0 0)) ((0.17743367 7.716943 1.3907991e-08) (0 0 0)))
0.111	(((154.3388 -3.5479784 0) (0 0 0)) ((0.17739892 7.7169401 1.3906992e-08) (0 0 0)))
0.1115	(((154.33874 -3.5484019 0) (0 0 0)) ((0.17742009 7.716937 1.3905353e-08) (0 0 0)))
0.112	(((154.33864 -3.5497699 0) (0 0 0)) ((0.1774885 7.7169318 1.3903162e-08) (0 0 0)))
0.1125	(((154.33849 -3.5520189 0) (0 0 0)) ((0.17760095 7.7169245 1.3900719e-08) (0 0 0)))
0.113	(((154.33836 -3.5548703 0) (0 0 0)) ((0.17774351 7.7169182 1.3898149e-08) (0 0 0)))
0.1135	(((154.33827 -3.5582127 0) (0 0 0)) ((0.17791064 7.7169134 1.3895543e-08) (0 0 0)))
0.114	(((154.33818 -3.5616093 0) (0 0 0)) ((0.17808047 7.7169088 1.3893495e-08) (0 0 0)))
0.1145	(((154.33812 -3.5648841 0) (0 0 0)) ((0.1782442 7.7169059 1.3892054e-08) (0 0 0)))
